numero,organizacao,task_for,servidor,grupo_designado,designado_para,prioridade,produto,categoria,subcategoria,status,origem,data_abertura,aberto_por,data_encerrado,fechado_por,codigo_encerramento,chamado_externo,prb_revisado,descricao_curta,descricao,solucao_alternativa,fechamento,atualizacoes,id_departamento
PRB0072384,Locaweb,Denise Lins,,SisCorp Financeiros-Operacionais,Caio Soares,2 -  Alta,Locaweb - Sistemas Internos,Cobrança,Ajuste de Fatura,Aguardando Validação da Resolução,Bug,19/03/2026 15:03:29,Denise Lins,,,Falha de Aplicação,,falso,Dominio pago e não renovado,"Boa tarde,

1 - Qual o problema?
Domínio pago e não e renovado 

2 - Qual o comportamento esperado?
Assim que o domínio receber o pagamento o mesmo tenha a renovação de acordo com o período pago.

3 - Qual a solução esperada?
Que seja corrigido todos os casos atrelados ao PRB, após change não acontecer com casos futuros e sejam ajustados os casos de antes da change também.
E que seja avaliado possíveis novos cenários e produtos que possam ter o mesmo problema, avaliando se necessário abertura de novo PRB caso seja diferente o problema raiz.

4 - Cliente de Evidência de Problema:

ID 1007016442.

dptmetal (Cód. 1100636009)
Registro de Domínio
Expira em: 09/02/2026
dptmetal.com.br
Provisioning: 70260538'
https://registro.br/tecnologia/ferramentas/whois?search=dptmetal.com.br

5 - Qual o Impacto para a Empresa?
Aumento de contato e perda de receita
 
6 - Critério de Aceite do PRB
Correção do problema na raiz, correção dos casos atrelados a este PRB e validar se outros produtos/serviços podem ter o mesmo problema.

At.te
Denise Lins",,"Bom dia,

Após os incidentes ocorridos entre os dias 05/05 e 08/05 e a execução da CHG0221471 (que destravou a fila do feed), foram aplicadas as changes CHG0221725 e CHG0222099. Essas alterações permitem a utilização de data e hora na consulta do feed, garantindo que o volume de registros recuperados nunca ultrapasse o limite configurado e impedindo que a fila trave novamente.


======================================


Resolução dos casos anteriores ao erro do dia 05/05:

Identificamos que a falha na renovação de domínios após o pagamento era causada por uma instabilidade na conexão das aplicações com o Redis. Esse gargalo impedia que a confirmação dos pagamentos fosse refletida nas faturas.
Devido a essa inconsistência, os dados de pagamento não eram disponibilizados na rota api/feeds/payments/nmst. Como este endpoint é o responsável por alimentar o processo de renovação automática, os domínios permaneciam sem renovação.

O problema de conectividade com o Redis foi resolvido através das changes CHG0218061 e CHG0218062. Com a mudança do cluster, o fluxo de confirmação de pagamentos foi normalizado, garantindo a integridade dos dados para a renovação dos domínios.",49,8cd391f61397aa00386c36666144b041
PRB0070524,Locaweb,Samuel Rocha,,SisCorp Operacionais,Pedro Junior,2 -  Alta,Locaweb - Sistemas Internos,CAL,Falha ao criar chamado,Em andamento,Bug,18/10/2025 19:19:18,Samuel Rocha,,,Falha de Aplicação,,falso,[CAL] Falha ao Criar Chamado | 400 Bad Request - Nenhum Web Resource localizado com o nome smt_messages.1046.resx,"1. [Qual o problema?]

Através do INC8572301 foi relatada uma falha na abertura de chamados para o usuário djveiga onde é retornado o erro ""400 Bad Request"".

2. [Evidências]

ln0158 : Oct 18 14:31:05 ln0158 SupportWorkbench[51725]: [eca2c7e1-c4a8-440a-994f-5576bf083085] DYNAMICS: response(400): {""code"":400,""message"":""400 Bad Request"",""description"":""{\""code\"":400,\""message\"":\""400 Bad Request\"",\""description\"":\""{\\\""error\\\"":{\\\""code\\\"":\\\""0x80040265\\\"",\\\""message\\\"":\\\""Nenhum Web Resource localizado com o nome smt_messages.1046.resx\\\""}}\""}""}
ln0158 : Oct 18 14:31:05 ln0158 SupportWorkbench[51725]: [eca2c7e1-c4a8-440a-994f-5576bf083085] Got generic error: {""code"":400,""message"":""400 Bad Request"",""description"":""{\""code\"":400,\""message\"":\""400 Bad Request\"",\""description\"":\""{\\\""error\\\"":{\\\""code\\\"":\\\""0x80040265\\\"",\\\""message\\\"":\\\""Nenhum Web Resource localizado com o nome smt_messages.1046.resx\\\""}}\""}""}(Exceptions::BadRequest) - /var/www/support-workbench/lib/clients/dynamics.rb:51:in `post_resource'",,"A Biblioteca foi republicada dentro do Dynamics. Percebemos historicamente que perto do dia 20 de cada mês o Dynamics perde a referência dessa Biblioteca e temos que fazer a publicação manualmente.

Não encontramos nada na literatura e fórum do Dynamics de pessoas que passaram por situação semelhante. Ainda estamos investigando.",27,c4d391f61397aa00386c36666144b041
PRB0072414,Locaweb,Jessica Silva,CRM,SisCorp Financeiros-Operacionais,Bruno Almeida,3 - Média,Locaweb - Sistemas Internos,CRM,CRM,Em andamento,Reincidência de incidente,23/03/2026 09:25:26,Jessica Silva,,,Falha de Aplicação,,falso,[CRM] - Falha na Criação de oportunidades-PRB0071499,"Informo que através da INC8750941, o time de Inside Sales está reportando um erro generalizado em que os consultores não conseguem registrar oportunidades, no CRM Dynamics.

Essa falha impede com que o time siga com os registros das tratativas e negociações em andamento, bem como o reconhecimento das vendas concretizadas, peço por gentileza que verifiquem o ocorrido e nos deem uma devolutiva sobre e por favor.",,"Problema aconteceu por conta da perda de referência de um arquivo de traduções dentro do Dynamics.
O arquivo foi republicado e o sistema foi normalizado.",11,c4d391f61397aa00386c36666144b041
PRB0073109,Locaweb,Leandro Silva,ELECTRA0004,Banco de Dados,Leandro Silva,3 - Média,Locaweb - Hospedagem Compartilhada,Banco de Dados,MSSQL - Configuração,Aberto,Reincidência de incidente,20/05/2026 14:15:20,Leandro Silva,,,,,falso,[Monitoração] intermitência no check de backup ,"Foi verificado que o alarme de check de backup está intermitente, o backup está ok, mas o alarme uma hora diz que está correto e outra diz que tem um backup faltando.

Validamos que a procedure diretamente no banco está rodando sem problemas, apenas quando o check do zabbix que faz a validação está oscilando, gerando assim um falso positivo na monitoração.",,,19,80d391f61397aa00386c36666144b041
PRB0072982,Locaweb,Samuel Rocha,hosting-services,Squad Hospedagem/ Hospedagem Dedicada,,3 - Média,Locaweb - Hospedagem Compartilhada,Painel,Falha na instalação do Let's Encrypt,Aberto,Bug,09/05/2026 12:16:58,Samuel Rocha,,,,,falso,[ hosting-panel | hosting-services ] Falha na emissão do Let's Encrypt — Falha nos pré-requisitos,"[ 🟪 Resumo do que foi identificado ]

Domínio:              tapetesoasis.com.br
Cliente:              oasis2012
Customer ID:          0002480442
Provisionamento:      7132058 (Domínio Adicional)
Provisionamento pai:  7132056 (Hospedagem II)
Servidor:             dinesh8054 (migrado de hm6682)
INC de origem:        INC8821751

[ 🟥 Erro ]

Ao tentar emitir o certificado Let's Encrypt para tapetesoasis.com.br, a hosting-panel retorna a mensagem genérica ""Falha nos pré-requisitos de emissão do Let's Encrypt"". Internamente, a hosting-panel encaminha a requisição via POST /v2/lets-encrypt/order ao hosting-services, que consulta o ssl-registry e devolve HTTP 429 (Too Many Requests) ao identificar múltiplas ordens recentes para o domínio. 

A hosting-panel não possui tratamento específico para o status 429 — converte o erro em HTTP 500 Internal Server Error com a mensagem ""There is already a certificate order ongoing for the domain: tapetesoasis.com.br"", exibindo ao cliente apenas o erro genérico de pré-equisitos.

[ 🟧 Causa ]

O domínio tapetesoasis.com.br acumulou 5 pedidos de certificado na noite de 08/05/2026 entre 19:11 e 20:14 UTC, sendo 4 finalizados com sucesso e 1 com status finish_failed. Esse volume atingiu o limite de ordens aceito pelo ssl-registry, que passou a rejeitar novas requisições via HTTP 429. O hosting-panel não possui tratamento específico para esse código de status — interpreta o 429 como falha interna e devolve 500 com uma mensagem que não comunica ao ao cliente o real motivo do bloqueio.",,,5,c4d391f61397aa00386c36666144b041
PRB0073068,KingHost,Ariane Bredow,nodejsng1f01.kinghost.net,KingHost - Linux Operações,Caue Santos,4 - Baixa,KingHost - Hospedagem NodeJS,Acesso WEB,Indisponível,Aguardando Validação da Resolução,Bug,15/05/2026 15:11:38,Ariane Bredow,,,Outro,,falso,Falha ao reiniciar o Nginx,"Acesso ao site do cliente pelas portas 80 e 443 gerando erro: Warning: Undefined array key ""SERVER_ADMIN"" in /home/nodejsng1f01/index.php on line 16

Verificado erro ao reinicializar o ngnix, o qual somente foi possível o start depois de killar todos os processos que esatavam ativos (killall nginx). Somente restart não funcionou.

mai 12 07:01:02 nodejsng1f01.kinghost.net nginx[2851394]: nginx: [emerg] bind() to 191.6.208.157:80 failed (98: Address already in use)
mai 12 07:01:02 nodejsng1f01.kinghost.net nginx[2851394]: nginx: [emerg] bind() to 10.19.0.157:80 failed (98: Address already in use)
mai 12 07:01:02 nodejsng1f01.kinghost.net nginx[2851394]: nginx: [emerg] bind() to [2804:10:8001::208:157]:80 failed (98: Address already in use)
mai 12 07:01:02 nodejsng1f01.kinghost.net nginx[2851394]: nginx: [emerg] bind() to 191.6.208.157:443 failed (98: Address already in use)
mai 12 07:01:02 nodejsng1f01.kinghost.net nginx[2851394]: nginx: [emerg] bind() to 10.19.0.157:443 failed (98: Address already in use)
mai 12 07:01:02 nodejsng1f01.kinghost.net nginx[2851394]: nginx: [emerg] bind() to [2804:10:8001::208:157]:443 failed (98: Address already in use)
mai 12 07:01:02 nodejsng1f01.kinghost.net nginx[2851394]: nginx: [emerg] still could not bind()
mai 12 07:01:02 nodejsng1f01.kinghost.net systemd[1]: nginx.service: Control process exited, code=exited status=1
mai 12 07:01:02 nodejsng1f01.kinghost.net systemd[1]: nginx.service: Failed with result 'exit-code'.
mai 12 07:01:02 nodejsng1f01.kinghost.net systemd[1]: Failed to start nginx - high performance web server.
",,"No momento da dificuldade, vhost estava incluindo ssl que ainda não existia no ambiente:

nginx: [emerg] cannot load certificate ""/etc/letsencrypt/live/www.legacysystem.com.br/fullchain.pem"": BIO_new_file() failed (SSL: error:02001002:system library:fopen:No such file or directory:fopen('/etc/letsencrypt/live/www.legacysystem.com.br/fullchain.pem','r') error:2006D080:BIO routines:BIO_new_file:no such file)

Após a criação dos arquivos (processo automatizado) o erro não foi mais gerado.

Atenciosamente,",4,fd2910b197395e10be07b286f053af60
PRB0070888,Locaweb,Usuário de Integração Monitoração,hm9527,Linux,,4 - Baixa,Locaweb - Sistemas Internos,Monitoração,Monitoração Sistemas,Aberto,Bug,08/11/2025 14:32:40,Alessandra Pontes,,,,,falso,[hm9527] Free disk space is less than 10% on volume /var,"Boa tarde,

Foi gerado alarme do espaço em disco do /var do  servidor hm9527, segue descrição do incidente:

Problem started at 11:55:41 on 2025.11.08
Problem name: Free disk space is less than 10% on volume /var
Action: start
Host: hm9527
Severity: P4 - Average
Event_ID: 330135580
Last Value: 10 %
Group: LINUX, LINUX/INTERNO/CT-LINUX/MARCO-CIVIL
Document Link: 

Identificado o que estava sendo ofensor e executado o logrotate.

root@hm9527:~# df -h /var/
Filesystem      Size  Used Avail Use% Mounted on
/dev/sda5       9.2G  7.8G  882M  91% /var
root@hm9527:~# du -sh /var/* | grep G
4.5G    /var/log
2.5G    /var/spool
root@hm9527:~# du -sh /var/log/* | grep G
4.3G    /var/log/stats-syslog.log

root@hm9527:~# logrotate --force /etc/logrotate.conf ; yum clean all ; logrotate --force /etc/logrotate.conf ; apt-get clean all ; lsof | grep ""(deleted)$"" | sed -re 's/^\+S\s+(\S+)\s+\S+\s+([0-9]+).*/\1\/fd\/\2/' | while read file; do :> ""/proc/$file""; done

root@hm9527:~# df -h /var/                                                 Filesystem      Size  Used Avail Use% Mounted on
/dev/sda5       9.2G  7.7G  979M  89% /var
root@hm9527:~#


Com isso foi normalizado o alarme.

Podem verificar por favor

Att",,,40,44d391f61397aa00386c36666144b043
PRB0072751,KingHost,Kevilin Rodrigues,,KingHost - GRS,,4 - Baixa,Etus,Provisionamento - Etus,Falha na Instalação,Aberto,Bug,22/04/2026 16:03:08,Kevilin Rodrigues,,,,,falso,Falha na reativação da assinatura e alteração do status do usuário - Rotina automatizada,Falha na reativação da assinatura e alteração do status do usuário - Rotina automatizada,,,1,fd2910b197395e10be07b286f053af60
PRB0055708,Locaweb,Jony Takano,Hospedagem Compartilhada,Squad E-mail Locaweb,,2 -  Alta,Locaweb - Hospedagem Compartilhada,Painel,Gerenciador de Domínios,Aberto,Bug,08/04/2020 06:58:13,Jony Takano,,,,,falso,[HANK] - Falha na criação do Serviço de email incluso,"O serviço de email não é criado pelo erro: ""Domain already exists in other account""

Buscando o dominio no controller, é verificado que o serviço fora criado com um login distinto ao da receita.  

Exemplo: https://hank.locaweb.com.br/recipes/15307825?product_bundle_id=751937597

Na receita consta  login: qroom1 e domínio qroom1.hospedagemdesites.ws, porém , o serviço de emails foi criado com o login qroom1hospedagemdesitesws67445188. 

Desta forma, a receita de ativação de email não é concluída",,,277,c4d391f61397aa00386c36666144b041
PRB0073143,KingHost,Gabriela Ramires Magalhaes,,KingHost - Emails,,4 - Baixa,KingHost - Hospedagem Compartilhada,Painel,Falha ao Gerenciar E-mails,Aberto,Bug,22/05/2026 14:59:24,Gabriela Ramires Magalhaes,,,,,falso,Erro ferramenta interna ao mover dominios Emailhosp 2GB,"Precisa desenvolver uma verificação na ferramenta interna de mover dominios, na página de migração. O caso que aconteceu foi que o cliente tinha uma hospedagem WordPress e aí contratou uma nova hospedagem de 2GB e o suporte moveu os dominios entre pool. Durante esse processo, as contas ficaram com 2GB e algumas tinham mais espaço em uso do que isso, causando erro para receber emails.

Precisa fazer essa verificação antes de mover o dominio e se for o caso, aparecer um modal informando qe não é possível fazer essa operação.

ficha: https://intranet.kinghost.com.br:56001/kinghost.cgi?ficha=350914",,,0,fd2910b197395e10be07b286f053af60
